Address,City,State,ZIP,,[sequence],[summary],[addressee],[delivery_line_1],[delivery_line_2],[city_name],[state_abbreviation],[full_zipcode],[notes],[county_name],[rdi],[latitude],[longitude],[precision],[dpv_match_code],[dpv_footnotes],[footnotes],[county_fips],[record_type],[zip_type],[carrier_route],[congressional_district],[building_default_indicator],[elot_sequence],[elot_sort],[time_zone],[utc_offset],[dst],[dpv_cmra],[ews_match],[lacslink_indicator],[lacslink_code],[suitelink_match],[dpv_vacant],[active],[urbanization],[primary_number],[street_name],[street_predirection],[street_postdirection],[street_suffix],[secondary_number],[secondary_designator],[extra_secondary_number],[extra_secondary_designator],[pmb_designator],[pmb_number],[default_city_name],[zipcode],[plus4_code],[delivery_point],[delivery_point_check_digit],[last_line],[delivery_point_barcode]
2221 16TH AVE S,Seattle,WA,98144,,1154,Match-Mailable,,2221 16th Ave S,,Seattle,WA,98144-4256,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5836,-122.31217,Zip9,Y,AABB,,53033,S,Standard,C014,9,,26,A,Pacific,-8,Y,N,,,,,N,Y,,2221,16th,,S,Ave,,,,,,,,98144,4256,21,4,Seattle WA 98144-4256,9.81444E+11
1523 22ND AVE S,Seattle,WA,98144,,1155,Match-Mailable,,1523 22nd Ave S,,Seattle,WA,98144-3608,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58957,-122.30397,Zip9,Y,AABB,,53033,S,Standard,C022,9,,10,D,Pacific,-8,Y,N,,,,,N,Y,,1523,22nd,,S,Ave,,,,,,,,98144,3608,23,2,Seattle WA 98144-3608,9.81444E+11
2112 14TH AVE S,Seattle,WA,98144,,1156,Match-Mailable,,2112 14th Ave S,,Seattle,WA,98144-4208,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58443,-122.31459,Zip9,Y,AABB,,53033,S,Standard,C003,9,,41,A,Pacific,-8,Y,N,,,,,N,Y,,2112,14th,,S,Ave,,,,,,,,98144,4208,12,7,Seattle WA 98144-4208,9.81444E+11
2017 16TH AVE S,Seattle,WA,98144,,1157,Match-Mailable,,2017 16th Ave S,,Seattle,WA,98144-4229,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58536,-122.31215,Zip9,Y,AABB,,53033,S,Standard,C013,9,,109,A,Pacific,-8,Y,N,,,,,N,Y,,2017,16th,,S,Ave,,,,,,,,98144,4229,17,9,Seattle WA 98144-4229,9.81444E+11
1922 15TH AVE S,Seattle,WA,98144,,1158,Match-Mailable,,1922 15th Ave S,,Seattle,WA,98144-4216,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58623,-122.31327,Zip9,Y,AABB,,53033,S,Standard,C013,9,,23,D,Pacific,-8,Y,N,,,,,N,Y,,1922,15th,,S,Ave,,,,,,,,98144,4216,22,7,Seattle WA 98144-4216,9.81444E+11
1900 16TH AVE S,Seattle,WA,98144,,1159,Match-Mailable,,1900 16th Ave S,,Seattle,WA,98144-4228,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58625,-122.31197,Zip9,Y,AABB,,53033,S,Standard,C013,9,,112,D,Pacific,-8,Y,N,,,,,N,Y,,1900,16th,,S,Ave,,,,,,,,98144,4228,0,8,Seattle WA 98144-4228,9.81444E+11
1709 S HOLGATE ST,Seattle,WA,98144,,1160,Match-Mailable,,1709 S Holgate St,,Seattle,WA,98144-4339,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58626,-122.31064,Zip9,Y,AABB,,53033,S,Standard,C013,9,,158,A,Pacific,-8,Y,N,,,,,N,Y,,1709,Holgate,S,,St,,,,,,,,98144,4339,9,6,Seattle WA 98144-4339,9.81444E+11
2110 18TH AVE S,Seattle,WA,98144,,1161,Match-Mailable,,2110 18th Ave S,,Seattle,WA,98144-4326,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58443,-122.30937,Zip9,Y,AABB,,53033,S,Standard,C013,9,,128,A,Pacific,-8,Y,N,,,,,N,Y,,2110,18th,,S,Ave,,,,,,,,98144,4326,10,8,Seattle WA 98144-4326,9.81444E+11
1908 23RD AVE S,Seattle,WA,98144,,1162,Match-Mailable,,1908 23rd Ave S,,Seattle,WA,98144-4616,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58618,-122.30283,Zip9,Y,AABB,,53033,S,Standard,C022,9,,39,D,Pacific,-8,Y,N,,,,,N,Y,,1908,23rd,,S,Ave,,,,,,,,98144,4616,8,9,Seattle WA 98144-4616,9.81445E+11
1915 B 24TH AVE S,Seattle,WA,98144,,1163,Match-Mailable,,1915 24th Ave S Unit B,,Seattle,WA,98144-4635,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.58619,-122.30171,Zip9,Y,AABB,N#,53033,H,Standard,C022,9,,47,A,Pacific,-8,Y,N,,,,,N,Y,,1915,24th,,S,Ave,B,Unit,,,,,,98144,4635,74,5,Seattle WA 98144-4635,9.81445E+11
1923 24TH AVE S,Seattle,WA,98144,,1164,Match-Mailable,,1923 24th Ave S,,Seattle,WA,98144-4627,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58618,-122.30171,Zip9,Y,AABB,,53033,S,Standard,C022,9,,48,A,Pacific,-8,Y,N,,,,,N,Y,,1923,24th,,S,Ave,,,,,,,,98144,4627,23,0,Seattle WA 98144-4627,9.81445E+11
2111 30TH AVE S,Seattle,WA,98144,,1165,Match-Mailable,,2111 30th Ave S,,Seattle,WA,98144-4868,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58436,-122.29415,Zip9,Y,AABB,,53033,S,Standard,C033,9,,20,A,Pacific,-8,Y,N,,,,,N,Y,,2111,30th,,S,Ave,,,,,,,,98144,4868,11,6,Seattle WA 98144-4868,9.81445E+11
2903 S PLUM ST,Seattle,WA,98144,,1166,Match-Mailable,,2903 S Plum St,,Seattle,WA,98144-4879,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58537,-122.295,Zip9,Y,AABB,,53033,S,Standard,C033,9,,13,A,Pacific,-8,Y,N,,,,,N,Y,,2903,Plum,S,,St,,,,,,,,98144,4879,3,3,Seattle WA 98144-4879,9.81445E+11
1915 30TH AVE S,Seattle,WA,98144,,1167,Match-Mailable,,1915 30th Ave S,,Seattle,WA,98144-4864,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58615,-122.29412,Zip9,Y,AABB,,53033,S,Standard,C033,9,,26,A,Pacific,-8,Y,N,,,,,N,Y,,1915,30th,,S,Ave,,,,,,,,98144,4864,15,6,Seattle WA 98144-4864,9.81445E+11
1223 S HILL ST,Seattle,WA,98144,,1168,Match-Mailable,,1223 S Hill St,,Seattle,WA,98144-4122,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58446,-122.31664,Zip9,Y,AABB,,53033,S,Standard,C003,9,,18,A,Pacific,-8,Y,N,,,,,N,Y,,1223,Hill,S,,St,,,,,,,,98144,4122,23,0,Seattle WA 98144-4122,9.81444E+11
2107 13TH AVE S,Seattle,WA,98144,,1169,Match-Mailable,,2107 13th Ave S,,Seattle,WA,98144-4164,"Standardized, Missing secondary number, Matched street and city and state, Confirmed without secondary",King,Residential,47.58428,-122.31608,Zip9,D,AAN1,H#,53033,H,Standard,C003,9,Y,25,A,Pacific,-8,Y,N,,,,,N,Y,,2107,13th,,S,Ave,,,,,,,,98144,4164,99,1,Seattle WA 98144-4164,9.81444E+11
2113 13TH AVE S,Seattle,WA,98144,,1170,Match-Mailable,,2113 13th Ave S,,Seattle,WA,98144-4116,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58404,-122.31608,Zip9,Y,AABB,,53033,S,Standard,C003,9,,27,A,Pacific,-8,Y,N,,,,,N,Y,,2113,13th,,S,Ave,,,,,,,,98144,4116,13,8,Seattle WA 98144-4116,9.81444E+11
2113 13TH AVE S,Seattle,WA,98144,,1171,Match-Mailable,,2113 13th Ave S,,Seattle,WA,98144-4116,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58404,-122.31608,Zip9,Y,AABB,,53033,S,Standard,C003,9,,27,A,Pacific,-8,Y,N,,,,,N,Y,,2113,13th,,S,Ave,,,,,,,,98144,4116,13,8,Seattle WA 98144-4116,9.81444E+11
2116 13TH AVE S,Seattle,WA,98144,,1172,Match-Mailable,,2116 13th Ave S,,Seattle,WA,98144-4166,"Standardized, Missing secondary number, Matched street and city and state, Confirmed without secondary",King,Residential,47.5844,-122.3159,Zip9,D,AAN1,H#,53033,H,Standard,C003,9,Y,23,D,Pacific,-8,Y,N,,,,,N,Y,,2116,13th,,S,Ave,,,,,,,,98144,4166,99,9,Seattle WA 98144-4166,9.81444E+11
2116 13TH AVE S,Seattle,WA,98144,,1173,Match-Mailable,,2116 13th Ave S,,Seattle,WA,98144-4166,"Standardized, Missing secondary number, Matched street and city and state, Confirmed without secondary",King,Residential,47.5844,-122.3159,Zip9,D,AAN1,H#,53033,H,Standard,C003,9,Y,23,D,Pacific,-8,Y,N,,,,,N,Y,,2116,13th,,S,Ave,,,,,,,,98144,4166,99,9,Seattle WA 98144-4166,9.81444E+11
2111 16TH AVE S,Seattle,WA,98144,,1174,Match-Mailable,,2111 16th Ave S,,Seattle,WA,98144-4254,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58444,-122.31216,Zip9,Y,AABB,,53033,S,Standard,C013,9,,113,D,Pacific,-8,Y,N,,,,,N,Y,,2111,16th,,S,Ave,,,,,,,,98144,4254,11,7,Seattle WA 98144-4254,9.81444E+11
1701 S PLUM ST,Seattle,WA,98144,,1175,Match-Mailable,,1701 S Plum St,,Seattle,WA,98144-4341,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58543,-122.31075,Zip9,Y,AABB,,53033,S,Standard,C013,9,,156,A,Pacific,-8,Y,N,,,,,N,Y,,1701,Plum,S,,St,,,,,,,,98144,4341,1,1,Seattle WA 98144-4341,9.81444E+11
1901 18TH AVE S,Seattle,WA,98144,,1176,Match-Mailable,,1901 18th Ave S,,Seattle,WA,98144-4321,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58625,-122.30954,Zip9,Y,AABB,,53033,S,Standard,C013,9,,155,D,Pacific,-8,Y,N,,,,,N,Y,,1901,18th,,S,Ave,,,,,,,,98144,4321,1,3,Seattle WA 98144-4321,9.81444E+11
1917 19TH AVE S,Seattle,WA,98144,,1177,Match-Mailable,,1917 19th Ave S,,Seattle,WA,98144-4405,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58625,-122.30823,Zip9,Y,AABB,,53033,S,Standard,C024,9,,56,D,Pacific,-8,Y,N,,,,,N,Y,,1917,19th,,S,Ave,,,,,,,,98144,4405,17,3,Seattle WA 98144-4405,9.81444E+11
2120 18TH AVE S,Seattle,WA,98144,,1178,Match-Mailable,,2120 18th Ave S,,Seattle,WA,98144-4326,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58443,-122.30937,Zip9,Y,AABB,,53033,S,Standard,C013,9,,128,A,Pacific,-8,Y,N,,,,,N,Y,,2120,18th,,S,Ave,,,,,,,,98144,4326,20,7,Seattle WA 98144-4326,9.81444E+11
2107 19TH AVE S,Seattle,WA,98144,,1179,Match-Mailable,,2107 19th Ave S,,Seattle,WA,98144-4409,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58441,-122.30825,Zip9,Y,AABB,,53033,S,Standard,C024,9,,49,A,Pacific,-8,Y,N,,,,,N,Y,,2107,19th,,S,Ave,,,,,,,,98144,4409,7,0,Seattle WA 98144-4409,9.81444E+11
1713 22ND AVE S,Seattle,WA,98144,,1180,Match-Mailable,,1713 22nd Ave S,,Seattle,WA,98144-4513,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58822,-122.30395,Zip9,Y,AABB,,53033,S,Standard,C022,9,,8,A,Pacific,-8,Y,N,,,,,N,Y,,1713,22nd,,S,Ave,,,,,,,,98144,4513,13,7,Seattle WA 98144-4513,9.81445E+11
1527 22ND AVE S,Seattle,WA,98144,,1181,Match-Mailable,,1527 22nd Ave S,,Seattle,WA,98144-3608,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58957,-122.30397,Zip9,Y,AABB,,53033,S,Standard,C022,9,,10,D,Pacific,-8,Y,N,,,,,N,Y,,1527,22nd,,S,Ave,,,,,,,,98144,3608,27,8,Seattle WA 98144-3608,9.81444E+11
1708 22ND AVE S,Seattle,WA,98144,,1182,Match-Mailable,,1708 22nd Ave S,,Seattle,WA,98144-4514,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58822,-122.30377,Zip9,Y,AABB,,53033,S,Standard,C022,9,,9,D,Pacific,-8,Y,N,,,,,N,Y,,1708,22nd,,S,Ave,,,,,,,,98144,4514,8,2,Seattle WA 98144-4514,9.81445E+11
1727 30TH AVE S,Seattle,WA,98144,,1183,Match-Mailable,,1727 30th Ave S,,Seattle,WA,98144-4860,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58773,-122.29368,Zip9,Y,AABB,,53033,S,Standard,C033,9,,32,D,Pacific,-8,Y,N,,,,,N,Y,,1727,30th,,S,Ave,,,,,,,,98144,4860,27,7,Seattle WA 98144-4860,9.81445E+11
1803 31ST AVE S,Seattle,WA,98144,,1184,Match-Mailable,,1803 31st Ave S,,Seattle,WA,98144-4903,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58679,-122.29326,Zip9,Y,AABB,,53033,S,Standard,C033,9,,37,A,Pacific,-8,Y,N,,,,,N,Y,,1803,31st,,S,Ave,,,,,,,,98144,4903,3,5,Seattle WA 98144-4903,9.81445E+11
1814 30TH AVE S,Seattle,WA,98144,,1185,Match-Mailable,,1814 30th Ave S,,Seattle,WA,98144-4863,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58681,-122.29417,Zip9,Y,AABB,,53033,S,Standard,C033,9,,27,A,Pacific,-8,Y,N,,,,,N,Y,,1814,30th,,S,Ave,,,,,,,,98144,4863,14,8,Seattle WA 98144-4863,9.81445E+11
2108 19TH AVE S,Seattle,WA,98144,,1186,Match-Mailable,,2108 19th Ave S,,Seattle,WA,98144-4410,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58441,-122.30807,Zip9,Y,AABB,,53033,S,Standard,C024,9,,51,D,Pacific,-8,Y,N,,,,,N,Y,,2108,19th,,S,Ave,,,,,,,,98144,4410,8,7,Seattle WA 98144-4410,9.81444E+11
2108 19TH AVE S,Seattle,WA,98144,,1187,Match-Mailable,,2108 19th Ave S,,Seattle,WA,98144-4410,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58441,-122.30807,Zip9,Y,AABB,,53033,S,Standard,C024,9,,51,D,Pacific,-8,Y,N,,,,,N,Y,,2108,19th,,S,Ave,,,,,,,,98144,4410,8,7,Seattle WA 98144-4410,9.81444E+11
2106 20TH AVE S,Seattle,WA,98144,,1188,Match-Mailable,,2106 20th Ave S,,Seattle,WA,98144-4420,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58439,-122.30676,Zip9,Y,AABB,,53033,S,Standard,C024,9,,39,A,Pacific,-8,Y,N,,,,,N,Y,,2106,20th,,S,Ave,,,,,,,,98144,4420,6,8,Seattle WA 98144-4420,9.81444E+11
2029 24TH AVE S,Seattle,WA,98144,,1189,Match-Mailable,,2029 24th Ave S,,Seattle,WA,98144-4629,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.5853,-122.30171,Zip9,Y,AABB,,53033,S,Standard,C022,9,,77,D,Pacific,-8,Y,N,,,,,N,Y,,2029,24th,,S,Ave,,,,,,,,98144,4629,29,2,Seattle WA 98144-4629,9.81445E+11
1917 24TH AVE S,Seattle,WA,98144,,1190,Match-Mailable,,1917 24th Ave S,,Seattle,WA,98144-4627,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58618,-122.30171,Zip9,Y,AABB,,53033,S,Standard,C022,9,,44,D,Pacific,-8,Y,N,,,,,N,Y,,1917,24th,,S,Ave,,,,,,,,98144,4627,17,7,Seattle WA 98144-4627,9.81445E+11
2122 29TH AVE S,Seattle,WA,98144,,1191,Match-Mailable,,2122 29th Ave S,,Seattle,WA,98144-4857,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58437,-122.29502,Zip9,Y,AABB,,53033,S,Standard,C033,9,,19,D,Pacific,-8,Y,N,,,,,N,Y,,2122,29th,,S,Ave,,,,,,,,98144,4857,22,6,Seattle WA 98144-4857,9.81445E+11
2904 S HILL ST,Seattle,WA,98144,,1192,Match-Mailable,,2904 S Hill St,,Seattle,WA,98144-4876,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58456,-122.29495,Zip9,Y,AABB,,53033,S,Standard,C033,9,,16,D,Pacific,-8,Y,N,,,,,N,Y,,2904,Hill,S,,St,,,,,,,,98144,4876,4,5,Seattle WA 98144-4876,9.81445E+11
2914 S HILL ST,Seattle,WA,98144,,1193,Match-Mailable,,2914 S Hill St,,Seattle,WA,98144-4876,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58456,-122.29495,Zip9,Y,AABB,,53033,S,Standard,C033,9,,16,D,Pacific,-8,Y,N,,,,,N,Y,,2914,Hill,S,,St,,,,,,,,98144,4876,14,4,Seattle WA 98144-4876,9.81445E+11
2915 S HOLGATE ST,Seattle,WA,98144,,1194,Match-Mailable,,2915 S Holgate St,,Seattle,WA,98144-4877,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58622,-122.29482,Zip9,Y,AABB,,53033,S,Standard,C033,9,,28,D,Pacific,-8,Y,N,,,,,N,Y,,2915,Holgate,S,,St,,,,,,,,98144,4877,15,2,Seattle WA 98144-4877,9.81445E+11
1907 12TH AVE S,Seattle,WA,98144,,1195,Match-Mailable,,1907 12th Ave S,,Seattle,WA,98144-4105,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58579,-122.31737,Zip9,Y,AABB,,53033,S,Standard,C003,9,,218,A,Pacific,-8,Y,N,,,,,N,Y,,1907,12th,,S,Ave,,,,,,,,98144,4105,7,7,Seattle WA 98144-4105,9.81444E+11
1911 12TH AVE S,Seattle,WA,98144,,1196,Match-Mailable,,1911 12th Ave S,,Seattle,WA,98144-4105,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58579,-122.31737,Zip9,Y,AABB,,53033,S,Standard,C003,9,,218,A,Pacific,-8,Y,N,,,,,N,Y,,1911,12th,,S,Ave,,,,,,,,98144,4105,11,2,Seattle WA 98144-4105,9.81444E+11
2114 12TH AVE S,Seattle,WA,98144,,1197,Match-Mailable,,2114 12th Ave S,,Seattle,WA,98144-4110,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58449,-122.31664,Zip9,Y,AABB,,53033,S,Standard,C003,9,,14,A,Pacific,-8,Y,N,,,,,N,Y,,2114,12th,,S,Ave,,,,,,,,98144,4110,14,3,Seattle WA 98144-4110,9.81444E+11
2112 13TH AVE S,Seattle,WA,98144,,1198,Match-Mailable,,2112 13th Ave S,,Seattle,WA,98144-4117,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58444,-122.3159,Zip9,Y,AABB,,53033,S,Standard,C003,9,,21,D,Pacific,-8,Y,N,,,,,N,Y,,2112,13th,,S,Ave,,,,,,,,98144,4117,12,8,Seattle WA 98144-4117,9.81444E+11
2112 13TH AVE S,Seattle,WA,98144,,1199,Match-Mailable,,2112 13th Ave S,,Seattle,WA,98144-4117,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58444,-122.3159,Zip9,Y,AABB,,53033,S,Standard,C003,9,,21,D,Pacific,-8,Y,N,,,,,N,Y,,2112,13th,,S,Ave,,,,,,,,98144,4117,12,8,Seattle WA 98144-4117,9.81444E+11
2116 14TH AVE S,Seattle,WA,98144,,1200,Match-Mailable,,2116 14th Ave S,,Seattle,WA,98144-4208,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58443,-122.31459,Zip9,Y,AABB,,53033,S,Standard,C003,9,,42,A,Pacific,-8,Y,N,,,,,N,Y,,2116,14th,,S,Ave,,,,,,,,98144,4208,16,3,Seattle WA 98144-4208,9.81444E+11
2106 BEACON AVE S,Seattle,WA,98134,,1201,Match-Mailable,,2106 Beacon Ave S,,Seattle,WA,98134-1720,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58552,-122.31928,Zip9,Y,AABB,,53033,S,Standard,C061,7,,171,A,Pacific,-8,Y,N,,,,,N,Y,,2106,Beacon,,S,Ave,,,,,,,,98134,1720,6,9,Seattle WA 98134-1720,9.81342E+11
1211 S HOLGATE ST,Seattle,WA,98144,,1202,Match-Mailable,,1211 S Holgate St,,Seattle,WA,98144-4124,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58628,-122.31714,Zip9,Y,AABB,,53033,S,Standard,C003,9,,233,D,Pacific,-8,Y,N,,,,,N,Y,,1211,Holgate,S,,St,,,,,,,,98144,4124,11,1,Seattle WA 98144-4124,9.81444E+11
1301 S HILL ST,Seattle,WA,98144,,1203,Match-Mailable,,1301 S Hill St,,Seattle,WA,98144-4238,"Standardized, Flagged for LACSLink, Matched street and city and state, Confirmed entire address",King,Residential,47.58446,-122.31593,Zip9,Y,AABB,LI#,53033,S,Standard,C003,9,,19,A,Pacific,-8,Y,N,,N,0,,N,Y,,1301,Hill,S,,St,,,,,,,,98144,4238,1,6,Seattle WA 98144-4238,9.81444E+11
1305 S HILL ST,Seattle,WA,98144,,1204,Match-Mailable,,1305 S Hill St,,Seattle,WA,98144-4238,"Standardized, Flagged for LACSLink, Matched street and city and state, Confirmed entire address",King,Residential,47.58446,-122.31593,Zip9,Y,AABB,LI#,53033,S,Standard,C003,9,,19,A,Pacific,-8,Y,N,,N,0,,N,Y,,1305,Hill,S,,St,,,,,,,,98144,4238,5,2,Seattle WA 98144-4238,9.81444E+11
2111 A 15TH AVE S,Seattle,WA,98144,,1205,Match-Mailable,,2111 15th Ave S Apt A,,Seattle,WA,98144-4271,"Standardized, Fixed abbreviations, Matched street and city and state, Confirmed entire address",King,Residential,47.58445,-122.31347,Zip9,Y,AABB,N#,53033,H,Standard,C014,9,,19,A,Pacific,-8,Y,N,,,,,N,Y,,2111,15th,,S,Ave,A,Apt,,,,,,98144,4271,73,0,Seattle WA 98144-4271,9.81444E+11
2111 17TH AVE S,Seattle,WA,98144,,1206,Match-Mailable,,2111 17th Ave S,,Seattle,WA,98144-4313,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58437,-122.31086,Zip9,Y,AABB,,53033,S,Standard,C013,9,,120,A,Pacific,-8,Y,N,,,,,N,Y,,2111,17th,,S,Ave,,,,,,,,98144,4313,11,1,Seattle WA 98144-4313,9.81444E+11
2013 18TH AVE S,Seattle,WA,98144,,1207,Match-Mailable,,2013 18th Ave S,,Seattle,WA,98144-4323,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58537,-122.30954,Zip9,Y,AABB,,53033,S,Standard,C013,9,,154,D,Pacific,-8,Y,N,,,,,N,Y,,2013,18th,,S,Ave,,,,,,,,98144,4323,13,8,Seattle WA 98144-4323,9.81444E+11
911 25TH AVE S,Seattle,WA,98144,,1208,Match-Mailable,,911 25th Ave S,,Seattle,WA,98144-3042,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.59437,-122.3002,Zip9,Y,AABB,,53033,S,Standard,C052,9,,55,A,Pacific,-8,Y,N,,,,,N,Y,,911,25th,,S,Ave,,,,,,,,98144,3042,11,3,Seattle WA 98144-3042,9.81443E+11
2027 16TH AVE S,Seattle,WA,98144,,1209,Match-Mailable,,2027 16th Ave S,,Seattle,WA,98144-4229,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58536,-122.31215,Zip9,Y,AABB,,53033,S,Standard,C013,9,,109,A,Pacific,-8,Y,N,,,,,N,Y,,2027,16th,,S,Ave,,,,,,,,98144,4229,27,8,Seattle WA 98144-4229,9.81444E+11
1619 S HOLGATE ST,Seattle,WA,98144,,1210,Match-Mailable,,1619 S Holgate St,,Seattle,WA,98144-4337,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58626,-122.31181,Zip9,Y,AABB,,53033,S,Standard,C013,9,,161,A,Pacific,-8,Y,N,,,,,N,Y,,1619,Holgate,S,,St,,,,,,,,98144,4337,19,7,Seattle WA 98144-4337,9.81444E+11
1610 S HILL ST,Seattle,WA,98144,,1211,Match-Mailable,,1610 S Hill St,,Seattle,WA,98144-4334,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58462,-122.312,Zip9,Y,AABB,,53033,S,Standard,C013,9,,115,A,Pacific,-8,Y,N,,,,,N,Y,,1610,Hill,S,,St,,,,,,,,98144,4334,10,9,Seattle WA 98144-4334,9.81444E+11
1912 18TH AVE S,Seattle,WA,98144,,1212,Match-Mailable,,1912 18th Ave S,,Seattle,WA,98144-4322,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58624,-122.30936,Zip9,Y,AABB,,53033,S,Standard,C013,9,,151,A,Pacific,-8,Y,N,,,,,N,Y,,1912,18th,,S,Ave,,,,,,,,98144,4322,12,0,Seattle WA 98144-4322,9.81444E+11
2002 18TH AVE S,Seattle,WA,98144,,1213,Match-Mailable,,2002 18th Ave S,,Seattle,WA,98144-4324,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58539,-122.30936,Zip9,Y,AABB,,53033,S,Standard,C013,9,,152,A,Pacific,-8,Y,N,,,,,N,Y,,2002,18th,,S,Ave,,,,,,,,98144,4324,2,9,Seattle WA 98144-4324,9.81444E+11
2117 19TH AVE S,Seattle,WA,98144,,1214,Match-Mailable,,2117 19th Ave S,,Seattle,WA,98144-4409,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58441,-122.30825,Zip9,Y,AABB,,53033,S,Standard,C024,9,,49,A,Pacific,-8,Y,N,,,,,N,Y,,2117,19th,,S,Ave,,,,,,,,98144,4409,17,9,Seattle WA 98144-4409,9.81444E+11
1920 28TH AVE S,Seattle,WA,98144,,1215,Match-Mailable,,1920 28th Ave S,,Seattle,WA,98144-4807,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58549,-122.29641,Zip9,Y,AABB,,53033,S,Standard,C033,9,,88,A,Pacific,-8,Y,N,,,,,N,Y,,1920,28th,,S,Ave,,,,,,,,98144,4807,20,3,Seattle WA 98144-4807,9.81445E+11
2801 S HILL ST,Seattle,WA,98144,,1216,Match-Mailable,,2801 S Hill St,,Seattle,WA,98144-4810,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58439,-122.29577,Zip9,Y,AABB,,53033,S,Standard,C033,9,,17,A,Pacific,-8,Y,N,,,,,N,Y,,2801,Hill,S,,St,,,,,,,,98144,4810,1,0,Seattle WA 98144-4810,9.81445E+11
2011 30TH AVE S,Seattle,WA,98144,,1217,Match-Mailable,,2011 30th Ave S,,Seattle,WA,98144-4866,"Standardized, Matched street and city and state, Confirmed entire address",King,Residential,47.58514,-122.29414,Zip9,Y,AABB,,53033,S,Standard,C033,9,,24,A,Pacific,-8,Y,N,,,,,N,Y,,2011,30th,,S,Ave,,,,,,,,98144,4866,11,8,Seattle WA 98144-4866,9.81445E+11
