Major,Minor,ComplexDescr,NbrBldgs,NbrStories,NbrUnits,AvgUnitSize,ProjectLocation,ProjectAppeal,PcntWithView,ConstrClass,BldgQuality,Condition,YrBuilt,EffYr,PcntComplete,Elevators,SectySystem,Fireplace,Laundry,Address
162205,9103,WANDERING CREEK APARTMENTS,24,2,156,797,0,0,0,4,4,4,1986,1996,100,N,N,Y,2,12910 SE 240TH ST 98031
52605,9051,NORTHCREEK HEIGHTS APTS,8,2,114,894,0,0,45,4,4,3,1990,1993,100,N,N,Y,2,19515 112TH AVE NE 98011
4300,218,4-PLEX,1,2,4,1024,3,3,0,4,4,3,1983,1990,100,N,N,Y,2,15413 42ND AVE S 98188
249060,0,27 Flats,1,4,27,600,3,3,0,4,4,4,1989,2005,100,Y,Y,Y,2,4831 FAUNTLEROY WAY SW 98116
751850,8941,LIBBEY MANOR,1,4,10,1002,3,3,0,4,4,3,1968,1985,100,Y,Y,N,1,6520 24TH AVE NW 98117
762570,3316,CAL RAY APTS,1,2,9,589,0,0,0,4,4,3,1954,1979,100,N,N,N,1,6000 CALIFORNIA AVE SW 98136
426100,10,4-PLEX,1,1,4,588,0,0,0,4,3,3,1977,1987,100,N,N,N,1,521 23RD ST SE 98002
156260,0,FLATS,1,3,17,1539,3,4,0,4,7,3,2001,2001,100,Y,Y,Y,2,10398 NE 17TH ST 98004
344500,125,Apartments,13,2,146,943,3,3,0,4,5,4,1969,1995,100,N,N,N,1,3035 S 204TH ST 98198
121900,62, ,2,1,3,938,0,0,0,3,2,2,1953,1965,100,N,N,N,0,633 AMBAUM BLVD SW 98166
225550,40,APT,1,2,8,452,3,2,0,4,4,3,1902,1974,100,N,N,N,1,724 16TH AVE 98122
396440,255,CRANMORE APTS,1,2,20,669,3,3,0,4,4,3,1915,1980,100,N,Y,N,1,3301 BEACON AVE S 98144
722780,266,4-PLEX,1,2,4,805,3,3,0,4,4,3,1993,1994,100, , , ,0,3101 NE 13TH ST 98056
524780,2015,INTERNATIONAL TERRACE-EXEMPT,1,12,100,541,2,3,54,2,6,4,1973,1995,100,Y,Y,N,1,202 6TH AVE S 98104
302504,9061,THE GENESEE APTS,1,3,7,669,2,3,57,4,5,3,1928,1985,100,N,Y,N,1,308 LEE ST 98109
213170,591,4 - PLEX,1,2,4,934,3,3,50,4,5,3,1988,1995,100,N,N,N,1,15320 1ST AVE NE 98019
331950,975,11 UNIT APT,1,4,11,1067,3,3,0,4,4,3,1990,1993,100,N,N,N,1,2035 S MAIN ST 98144
744900,115,CASA NOVA APARTMENTS,1,3,9,609,3,3,50,4,4,3,1963,1982,100,N,N,N,1,400 E DENNY WAY 98122
866313,0,DETACHED TOWNHOUSES,10,2,10,2005,3,4,0,4,6,3,2010,2010,100,N,N,Y,2,1004 BELLEVUE WAY SE
85000,360,MULTIPLE RESIDENCE,1,2,5,720,3,3,0,4,4,3,1955,1979,100,N,N,N,1,4905 EVANSTON AVE N 98103
614560,2770,12 UNIT APT,3,3,21,645,3,3,0,4,4,3,1986,1991,100,N,Y,N,1,10311 FREMONT AVE N 98133
132202,70,PANTHER LAKE FOURPLEX MODEL 2AA,1,2,4,900,3,4,0,4,5,4,1979,1996,100,N,N,Y,2,123 S 339TH CIR 98003
34200,55,6 UNIT,1,2,6,565,0,0,0,4,4,3,1962,1982,100,N,Y,N,1,628 34TH AVE 98122
74200,30,SENIOR HOUSING - 12 PLEX,3,2,12,600,3,3,0,4,4,3,1995,1995,75,N,N,Y,2,16990 NE 80TH ST 98052
115720,370,HAMPTON HEIGHTS APT (67-UNITS),6,2,68,956,0,0,22,4,4,4,1976,1994,100,N,N,N,1,5711 S 152ND ST 98188
684770,335,APTS,1,3,19,702,3,3,0,4,4,3,1928,1977,100,N,N,N,1,316 E HARRISON ST 98102
355850,0,Townhouse units.,1,2,5,1585,3,3,0,4,4,3,1991,1991,100,N,N,Y,2,3841 175TH AVE NE 98052
213400,0,FLATS,1,5,23,1504,4,3,0,4,6,5,1975,1998,100,Y,Y,Y,2,1140 ALKI AVE SW 98116
685270,345,NETTIE APTS,1,3,15,714,3,3,15,4,4,3,1964,1983,100,N,N,N,1,524 FEDERAL AVE E 98102
12603,9059,HIGHLANDS EAST APTS,1,4,42,579,3,3,0,4,4,4,1980,1994,100,N,Y,N,1,700 NW 185TH ST 98177
532310,25,RIPPLE ROCK APTS,1,3,27,767,0,0,55,4,4,3,1958,1980,100,N,N,Y,1,2728 61ST AVE SW 98116
947590,0,96 UNIT CONDO,12,2,96,979,3,4,0,4,5,3,1997,1997,100,N,Y,Y,2,11130 SE 208TH ST 98031
121420,0, ,0,3,2,19875,0,0,0,3,4,0,2008,2008,0, , , ,0,400 SW 152ND ST
69500,245,TWENTY NINE HUNDRED ON FIRST,5,5,135,600,4,4,10,4,5,3,1989,1999,100,Y,Y,N,2,2900 1ST AVE 98121
92504,9417,BLAKELEY MANOR,1,4,70,632,0,0,0,4,4,3,1984,1990,100,Y,Y,N,2,2401 NE BLAKELEY ST 98105
358740,0,UNITS 1-5,16,2,59,1771,3,3,0,4,6,3,1973,1973,100,N,Y,Y,2,2440 140TH AVE NE 98005
269330,0, ,0,1,1,1,3,3,0,4,4,4,2007,2007,0,N,Y,N,0,2010 S 344TH ST 98003
276770,2915,,1,6,155,695,3,4,0,4,4,3,2008,2008,100,Y,Y, ,2,5433 LEARY AVE NW 98107
423290,3850, ,1,4,54,778,0,0,0,5,5,3,2005,2005,100,Y, , ,0,1529 QUEEN ANNE AVE N 98109
387990,1065,WEST COAST ARMS,1,3,13,609,3,3,0,4,4,4,1928,1984,100,N,Y,N,1,712 3RD AVE W 98119
956880,110,,1,2,4,901,0,0,50,4,4,3,1978,1988,100,N,N,N,2,18609 103RD AVE NE
123200,1320,5 UNIT APT,1,2,5,826,2,3,0,4,4,3,1960,1981,100,N,N,N,1,7525 15TH AVE NW 98117
762570,1430,15 APTS & RETAIL SPACE,1,4,15,1012,3,3,26,4,4,3,1980,1990,100,Y, ,Y,0,5631 CALIFORNIA AVE SW 98136
276810,30,4-Plex,1,1,4,802,3,3,0,4,4,3,1960,1975,0,N,N,Y,1,925 NW 57TH ST 98107
312304,9234,EL TORO APTS,4,2,23,628,5,4,0,4,6,4,1967,1993,100,N,N,N,1,18225 1ST AVE S 98148
787710,0,SOUTH ARCADE CONDO,1,13,15,0,4,3,0,2,6,4,1985,1985,100,Y,Y, ,2,1419 1ST AVE 98000
797470,145,2 NEW APT BLDGS,2,3,19,820,3,3,0,4,4,3,1986,1991,100,N,Y,N,2,4054 NE 55TH ST 98105
402410,141,NORTH FOREST APTS,1,2,5,778,4,4,0,4,5,4,1976,1997,100,N,N,Y,1,18215 24TH AVE NE 98155
304320,40, ,1,3,1,1014,0,0,0,4,5,3,2004,2004,100,N,N,N,2,1924 E DENNY WAY 98112
721570,0,18 FLAT UNITS,1,4,18,1138,3,3,0,4,5,4,1985,1995,100,Y,Y,Y,2,1011 5TH AVE N 98109
510140,5436,4 PLEX,1,1,4,741,3,2,0,4,4,2,1957,1972,100,N,N,Y,0,501 NE 100TH ST 98115
614010,5,APARTMENT HOUSE,1,2,14,663,3,3,0,4,4,3,1960,1981,100,N,N,N,1,11758 GREENWOOD AVE N 98133
642900,0,Flats,1,3,18,809,3,3,0,4,4,4,1981,2003,100,Y,Y,N,2,2230 NW 59TH ST 98107
213750,0,Condo-FLATS,3,6,78,629,3,3,10,4,5,3,2006,2006,100,Y,Y,Y,2,1026 NE 65TH ST 98115
152900,0,FLATS,2,4,28,1368,3,3,0,4,5,4,1981,1990,100,N,Y,Y,2,2930 76TH AVE SE 98040
751900,1430, ,1,1,3,672,3,3,0,4,4,3,1928,1960,0, , , ,0,601 NW 80TH ST 98117
318580,0,50 Res Unit Condo,1,6,51,696,3,3,0,4,4,3,1989,1993,100,Y,Y, ,2,769 HAYES ST
206345,0,Condo Conversion,1,2,7,1050,4,3,100,4,5,4,1976,2003,100,N,N,Y,2,350 4TH AVE S 98033
232204,9086,RIVERWOOD APARTMENTS,24,3,338,960,3,3,0,4,4,4,1986,1996,100,N,N,Y,2,24620 RUSSELL RD S 98032
238880,0,Flats,1,4,8,849,3,3,0,4,5,5,1966,2003,100,N,Y,N,2,49 W ETRURIA ST 98119
132201,260,PLAN F,1,2,4,976,3,4,0,4,5,4,1977,1995,100,N,N,Y,2,34230 1ST PL S 98003
982820,1240,FOUR PLEX,2,2,4,866,3,3,0,4,5,3,1973,1980,100,N,N,N,1,1618 27TH AVE 98122
860090,0,7 FLAT UNITS,1,5,7,1945,4,4,100,4,8,4,1990,2000,100,Y,Y,Y,2,1374 ALKI AVE SW 98116
306410,0,9 - UNIT CONDO,1,4,9,1499,4,3,0,4,4,4,1981,1981,100,Y,Y, ,1,2722 FAIRVIEW AVE E 98102
701120,480,SKYVIEW APARTMENTS,1,4,18,933,3,3,50,4,4,5,1958,1985,100,N,N,N,1,818 W CROCKETT ST 98119
744900,116,BELLEVUE APTS,1,3,14,768,3,3,0,4,4,4,1910,1980,100,N,N,N,1,106 BELLEVUE AVE E 98102
787680,50,4 PLEX,1,2,4,980,0,0,50,4,4,3,1979,1988,100,N,N,Y,2,28641 16TH AVE S 98003
551460,5,,2,3,165,531,3,3,0,3,2,3,1958,1969,100,Y,Y, ,1,2800 S 224TH ST 98198
173180,530,1221 APARTMENTS,1,4,28,676,2,3,14,4,4,3,1962,1982,100,N,N,N,1,1221 QUEEN ANNE AVE N 98109
947320,80,5 UNIT APT,1,2,5,460,3,3,0,4,3,3,1906,1984,100,N,N,N,1,8010 INTERLAKE AVE N 98103
179450,1111, ,1,4,36,810,4,4,0,2,6,3,2007,2007,100,Y, , ,2,1925 QUEEN ANNE AVE N
746900,0,7 UNIT CONDOMINIUM,1,2,7,1322,3,3,0,4,4,3,1994,1994,100,N,N,Y,2,2436 I ST NE 98002
913710,875,RESIDENCE W/3 UNIT APT ADD,1,3,4,712,2,3,0,4,4,4,1925,1990,100,N,N,Y,2,519 NE 73RD ST 98115
179450,1015,7 UNIT APT,2,3,7,646,1,3,0,4,4,4,1926,1985,100,N,N,N,0,14 HOWE ST 98109
379260,0,4 UNIT CONDOMINIUM,2,2,4,1180,4,3,0,4,6,3,1979,1979,100,N,N,Y,2,10 18TH AVE 98033
516970,75,HONEY CREEK APTS,10,2,77,912,3,3,0,4,4,3,1989,1993,90,N,N,Y,2,1332 DUVALL AVE NE 98059
114200,695,5 UNIT APT,1,2,5,812,3,3,0,4,4,3,1992,1994,100,N,Y,N,2,4207 11TH AVE NE 98105
678090,0,28 C0NDO UNITS,1,4,28,710,5,4,80,4,4,4,1956,1985,100,Y,Y,Y,2,334 LAKESIDE AVE S 98144
344500,6,ANGLE CREST APTS,2,2,18,626,3,3,0,4,4,3,1960,1981,100,N,N,N,1,20024 30TH AVE S 98198
364610,65, ,1,4,120,786,0,0,0,4,4,3,2001,2001,100,Y,Y,N,0,113 23RD AVE S 98144
630340,303,4-PLEX,1,2,4,875,3,3,0,4,4,3,1994,1995,100,N,N,Y,2,10636 17TH AVE SW 98146
510140,5437,RM SQUARE APT,1,4,19,967,3,3,37,4,5,3,1990,1996,100,Y,Y,Y,2,9818 5TH AVE NE 98115
292170,270,4 UNIT APT,1,1,4,650,3,3,0,4,4,3,1957,1980,100,N,N,Y,1,8348 13TH AVE NW 98117
73820,50,9 UNIT APT,1,2,9,919,3,3,0,4,4,3,1968,1990,100,N,N,N,1,10626 SE 238TH ST 98031
327595,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, , , ,0,1750 112TH AVE NE 98004
679950,0,Townhouses,1,2,5,1193,3,3,0,4,4,4,1980,1988,100,N,N,Y,2,10326 PINE ST 98011
894615,0,6 unit condo,1,3,6,1400,4,4,0,4,7,4,2000,2000,100,Y,Y,Y,2,2325 43RD AVE E 98112
150790,0,"36 Unit Residential Condo, Two Phases",15,2,36,1780,3,3,0,4,5,3,2001,2001,100,N,N,Y,2,14015 84TH AVE NE 98034
170290,635,APTS,1,3,12,1020,3,4,0,4,4,3,1968,1985,100,N,Y,N,1,3805 S ANGELINE ST 98118
388190,190,22 UNIT,2,3,22,555,3,3,50,4,2,3,1911,1971,100,N,N,N,1,1815 13TH AVE S 98144
195970,1390,APARTMENT,1,2,5,475,0,0,0,4,4,3,1925,1977,100,N,N,N,1,2822 EASTLAKE AVE E 98102
289174,30,4 PLEX,1,2,4,1000,0,0,0,4,4,3,1974,1990,100,N,N,N,2,2302 24TH ST NE 98002
609650,65,6-UNIT APT,1,2,6,675,3,3,0,4,4,3,1962,1982,100,N,N,N,1,1300 6TH AVE N 98109
172105,9262,DUPLEXES,2,2,4,1271,0,0,0,4,4,3,1989,1993,100,N,N,Y,2,305 T ST SE 98002
192604,9438, ,1,7,251,641,3,3,60,4,5,3,2006,2006,100,Y,Y,N,2,13000 LINDEN AVE N
276760,5090, ,1,3,4,930,3,3,0,4,4,3,1988,1992,100,N,Y,N,2,2447 NW 58TH ST 98107
721270,0,FLATS & TOWNHOUSES,12,2,23,1055,3,3,0,4,6,4,1978,1993,100,N,N,Y,2,1208 100TH PL NE 98004
276760,1101,4 PLEX,1,2,4,899,3,3,0,4,4,4,1947,1986,100,N,N,Y,1,1703 NW 64TH ST 98107
770799,0,Flats & T/H,1,3,5,1510,3,3,0,4,4,3,1987,1992,100,N,N,Y,2,11225 NE 68TH ST 98033
788360,8720,,9,2,25,1262,3,3,0,4,4,3,2010,2010,100, , , ,0,1010 S HENDERSON ST
121800,85,FOUR UNIT APARTMENT,1,2,4,964,0,0,0,4,5,3,1978,1991,100,N,N,N,2,15643 8TH AVE SW 98166
608180,0,FLATS & TH,3,3,9,955,3,3,0,4,6,3,2000,2000,100,N,N,N,2,1413 15TH AVE E 98122
684070,540,APARTMENT,1,3,12,859,3,3,0,4,4,3,1983,1990,100,N,N,N,2,2805 E CHERRY ST 98122
222204,9166,WOODLAND ESTATES,4,3,199,606,4,4,0,4,5,4,1968,1994,100,Y,Y,Y,1,4821 KENT-DES MOINES RD 98032
199120,1120,,1,6,74,762,3,3,0,4,5,3,2014,2014,85,Y,Y, ,2,756 JOHN ST
65600,451,187 UNIT APT + RETAIL,1,7,187,599,3,3,0,4,5,3,2000,2000,100,Y,Y,N,2,2550 3RD AVE 98121
687200,0,153 UNIT CONDO,3,5,153,1098,4,4,82,4,6,3,1997,1997,100,Y,Y,Y,2,109 2ND AVE S 98033
287710,1661,WEST WOODLAND APTS,1,3,6,793,3,3,0,4,4,3,1929,1977,100,N,Y,N,1,6512 5TH AVE NW 98117
766370,860,DEL MAR APTS,2,4,47,780,3,3,0,4,4,3,1981,1989,100,N,Y,Y,1,14033 32ND AVE NE 98125
11700,225,APT 11-UNIT,1,3,11,787,0,0,18,4,4,3,1978,1988,100,N,N,N,1,2132 CALIFORNIA AVE SW 98116
145360,1041,LAKE CITY HOUSE,1,7,116,640,3,3,0,3,5,4,1971,1989,100,Y,Y,N,1,12546 33RD AVE NE 98125
170290,740,SPARTAN HOUSE APARTMENTS,1,3,9,721,3,4,0,4,4,4,1967,1991,100,N,Y,N,0,3838 S EDMUNDS ST 98118
272380,0,FLATS,1,3,14,550,3,3,0,4,4,4,1917,1987,100,N,Y,N,1,516 E THOMAS ST 98102
198920,570,WEST REPUBLICAN PLACE,1,5,21,813,3,3,52,4,4,3,1992,1994,5,Y,Y,Y,1,323 W REPUBLICAN ST 98119
202205,9208,double-occupancy studios,1,1,24,661,3,3,0,4,5,3,1999,1999,100, ,Y, ,1,10421 SE 248TH ST 98030
199020,230,CAPE FLATTERY APTS,1,4,29,682,3,3,21,4,4,3,1959,1981,100,Y,Y,N,1,320 W REPUBLICAN ST 98119
195970,2631, ,1,3,21,1037,0,0,24,4,4,3,1914,1975,100,N, ,N,1,2901 FRANKLIN AVE E 98102
66150,0,23 Flats & 16 Storage Units,1,2,23,712,3,3,0,3,4,5,1962,1987,100,N,N,N,2,5220 42ND AVE S 98118
417900,0,Townhouses,2,3,4,1285,3,3,0,4,5,3,2006,2006,100,N,Y,N,2,1406 S LANDER ST 98144
176060,333,CIERRA COMMONS,5,2,66,847,4,4,0,4,6,4,1988,2000,100,N,N,Y,2,608 S 152ND ST 98148
168940,1478,4-PLEX,1,2,4,820,3,3,75,4,4,3,1951,1979,100,N,N,Y,1,512 GALER ST 98109
277060,1666, ,1,2,4,1133,1,3,0,4,4,3,1998,1998,100,N, , ,2,3659 22ND AVE W 98199
276760,1615,JANE ANN APTS,1,3,4,1213,3,3,0,4,4,3,1988,1992,100,N,N,N,2,2420 NW 62ND ST 98107
405760,0,22 UNIT CONDO,4,3,22,2140,3,4,0,4,6,3,1992,1992,100,Y,Y,Y,2,2929 81ST PL SE 98040
329857,0,8 UNIT CONDO,1,3,8,601,3,3,0,4,3,4,1981,1994,100,N,N,Y,1,564 HIGHLAND DR 98109
290925,0,Res Condo,5,3,14,1537,4,4,0,4,6,3,1990,1990,100,N,Y,Y,2,7700 E GREEN LAKE DR N 98103
684820,845,APARTMENTS,1,3,6,800,3,3,0,4,4,4,1927,1984,100,N,Y,N,1,608 BELMONT AVE E 98102
713330,685,APARTMENTS,1,3,9,666,3,3,40,4,4,3,1963,1982,100,N,N,N,1,1510 14TH AVE S 98144
400,14,AUBURN SQUARE APTS,22,2,160,851,0,0,0,4,4,3,1980,1993,100,N,N,N,1,3740 H ST NE 98002
46570,0,6 Unit Condo,1,3,6,700,3,3,0,4,4,4,1981,1983,100,N,Y,Y,2,1742 NW 56TH ST
182605,9018, ,24,3,196,1043,3,4,15,4,5,3,1987,1995,100,N,N,Y,2,14610 93RD BLVD NE 98011
777300,0,FLATS,11,3,55,857,3,3,0,4,4,4,1986,1986,100,N,N,Y,2,20301 19TH AVE NE 98155
880790,140, ,1,6,30,516,3,3,73,2,6,3,1995,1997,100,Y,Y, ,2,766 GARFIELD ST 98109
374460,955,STRATFORD SQUARE,4,3,24,1100,4,4,0,4,5,4,1988,2000,30,N,N,N,1,12708 SW 128TH ST 98146
332205,9001,SPRINGWOOD APTS,38,2,262,967,3,3,0,4,4,4,1970,1986,100,N,N,N,1,27360 129TH PL SE 98030
216150,0,15 UNIT CONDO,4,2,15,1072,3,4,0,4,5,3,1981,1981,100,N,N,Y,2,801 144TH AVE NE 98007
266300,585,APARTMENT,1,2,6,677,3,4,0,4,4,3,1926,1977,100,N,N,N,1,715 10TH AVE E 98102
411460,400,17 unit apt,2,2,17,851,5,4,30,4,4,5,1901,1998,100,N,N,N,1,2032 43RD AVE E 98112
27950,0,FLATS & TOWNHOUSES,5,3,130,960,3,4,0,4,4,4,1987,2007,100,N,N,Y,2,700 FRONT ST S 98027
409230,2105,,1,5,75,327,2,3,40,4,4,3,2014,2014,85,Y,Y, ,0,4029 7TH AVE NE
677790,60,4-PLEX,1,1,4,672,3,3,0,4,4,3,1963,1982,100,N,N,N,1,4811 S 252ND PL 98032
766370,871,APARTMENT BLDG (30 UNIT),1,4,30,882,3,3,0,4,4,3,1968,1985,100,Y,Y,N,1,14019 32ND AVE NE 98125
414164,0,FLATS,1,3,15,709,3,3,0,4,4,4,1990,1990,100,N,Y,Y,2,1475 N 200TH ST 98133
276760,835,6 UNIT APT,1,2,6,841,3,3,0,4,4,3,1964,1983,100,N,N,N,1,1427 NW 64TH ST 98107
741770,109,4 PLEX,1,2,4,920,3,3,0,4,4,3,1980,1993,100,N,N,Y,2,1623 NE 199TH PL 98155
745830,0,FLATS,1,3,13,702,4,3,0,4,4,3,1987,1987,100,N,Y,Y,2,9511 LINDEN AVE N 98103
723150,965,CEDAR RIVER COURT,1,4,99,462,4,3,20,4,6,3,1995,1997,100,Y,Y,N,2,130 MAIN AVE S 98055
172104,9130,WESTBORO APTS,8,2,32,972,3,4,0,4,5,4,1980,1996,100,N,N,Y,2,32930 1ST AVE S 98003
261734,0,8 UNIT CONDO,1,5,8,801,3,3,0,4,4,3,1992,1992,100,N,Y, ,2,2419 8TH AVE N 98109
719680,0,TOWNHOUSES,2,2,15,1336,3,3,0,4,4,4,1975,1991,100,N,N,Y,2,1400 BELLEVUE WAY SE 98004
276760,5130,BALLARD WEST,1,6,111,630,4,4,0,2,5,3,2014,2014,20,Y,Y,N,1,5711 24TH AVE NW
858000,0,3 unit condo,1,3,3,1292,3,3,0,4,7,5,1927,1990,100,N,N,Y,2,1012 BELMONT AVE E 98102
51240,0,17 RES 8 COM'L 1 APT + 22 PKG,2,7,26,1800,3,4,0,2,6,3,1994,1994,100,Y,Y, ,2,80 VINE ST 98121
639147,0,Townhouses,1,2,2,2060,4,3,0,4,5,3,2009,2009,100,N,N,Y,2,9102 172ND AVE NE 98052
891100,40, ,1,3,24,733,3,4,0,4,5,3,1999,1999,100,Y,Y, ,2,11222 GREENWOOD AVE N 98133
277110,4100,THORNDYKE WEST,1,4,9,1163,3,3,67,4,5,3,1966,1988,100,N,Y,Y,1,2663 THORNDYKE AVE W 98199
722450,125,4 PLEX APARTMENT,1,1,4,624,3,4,0,4,6,4,1946,1990,100,N,N,N,1,904 N 5TH ST 98055
51000,2225,LISA CAROL APTS,1,3,19,688,3,3,21,4,4,3,1926,1977,100,N,Y,N,1,4405 CORLISS AVE N 98103
272420,915,FOUR PLEX,1,2,4,1260,3,3,0,4,5,3,1977,1990,100,N,N,N,2,21822 30TH AVE S 98198
262505,9025, ,1,3,123,1057,4,4,0,4,6,3,1993,1997,100,Y,Y, ,2,1750 152ND AVE NE 98007
918450,0, ,0,0,0,0,0,0,0,0,0,0,2005,2005,0, , , ,0,1301 2ND AVE
662340,111,4-PLEX & SINGLE FAMILY HOUSES,5,1,8,742,3,3,0,4,4,3,1955,1979,100,N,N,N,0,19002 108TH AVE SE 98055
880490,880,SUMMIT ARMS,1,5,29,833,3,3,15,3,4,3,1908,1974,100,Y,Y,N,1,1512 SUMMIT AVE 98122
168940,905,5 UNIT & 6 UNIT APT,2,2,11,578,3,3,36,4,4,4,1950,1988,100,N,N,N,1,517 NEWTON ST 98109
894419,0,FLATS & TOWNHOUSES,3,2,17,1125,3,3,0,4,4,4,1980,1993,100,N,N,Y,2,692 156TH AVE NE 98007
261739,0,4 unit condo,1,3,4,1000,3,3,0,4,4,3,2000,2000,100,N,N,Y,2,611 N 46TH ST 98103
802940,0,8 unit condo/2 com'l,1,4,8,825,3,3,0,4,5,3,2001,2001,100,Y,Y,Y,2,4026 STONE WAY N 98103
4100,535,4-PLEX,1,1,4,682,3,3,0,4,5,3,1954,1983,100,N,N,N,1,3717 S 150TH ST 98188
142000,0,44 UNIT CONDO,8,2,44,828,3,3,0,4,4,3,1978,1978,100,N,N, ,2,15705 NE 18TH ST 98008
952410,175,17 UNIT APT BLDG,1,4,17,729,3,3,0,4,4,4,1988,1997,100,N,Y,N,1,1158 N 91ST ST 98103
535720,63,FOURPLEX,1,2,4,883,3,3,50,4,4,4,1969,1990,100,N,N,N,1,10609 DES MOINES MEMORIAL DR S 98168
769819,0,9 UNIT CONDO,1,3,9,843,4,3,0,4,4,3,1987,1987,100,N,N,N,2,731 N 94TH ST 98103
249120,100,5 UNIT APARTMENT,1,1,5,636,3,2,0,4,4,3,1957,1979,100,N,N,N,1,8821 35TH AVE SW 98126
788360,8581,KEY PARK APARTMENTS,1,2,13,560,3,3,0,4,4,3,1957,1980,100,N,N,N,1,1417 S HENDERSON ST 98108
101800,245,6 UNIT APT,1,2,6,798,0,0,0,4,4,3,1978,1988,100,N,N,N,1,1502 B ST SE 98002
394570,0,11 UNIT CONDO,1,4,11,929,3,3,0,4,4,3,1994,1994,100,Y,Y,Y,2,2448 NW 59TH ST 98107
605455,0,1 LAND UNIT 1 RETAIL &1 APT UNIT,1,3,27,891,3,3,0,4,4,0,1909,1960,100,N,Y, ,1,657 S WELLER ST 98104
424290,300,FIVE PLEX,1,2,5,901,3,3,0,4,4,3,1985,1991,100,N,N,Y,2,2665 NW 63RD ST 98107
92305,9194,HIGHLANDS APTS,2,2,29,712,3,3,0,4,4,3,1962,1982,100,N,N,N,1,1151 OLYMPIA AVE NE 98056
182506,9021,Archstone Redmond Hill Apts,24,2,332,851,3,3,0,4,5,3,1990,1996,100,N,N,Y,2,6110 186TH PL NE 98052
262505,9066,WOODSIDE EAST,24,2,244,805,3,3,0,4,4,4,1968,1993,100,N,N,N,1,16240 NE 14TH ST 98008
420690,885,APARTMENT,1,3,7,720,3,3,100,4,4,3,1989,1992,100,N,Y,N,1,3900 LATONA AVE NE 98105
311079,0,37 Unit Condo,3,3,37,1583,4,4,0,4,5,4,1982,1998,100,Y,Y,Y,2,6121 NE 175TH ST 98028
723460,714, ,1,3,8,1029,3,4,0,4,5,4,2000,2000,100,Y,Y, ,2,1127 17TH AVE 98122
246030,90,FAIRLAKE,1,2,4,1038,3,4,0,4,5,3,1969,1990,100,N,N,Y,1,119 147TH AVE SE 98007
913610,276,APARTMENT,1,2,7,631,3,3,0,4,3,4,1909,1978,100,N,Y,N,1,5401 MERIDIAN AVE N 98103
384160,16,4-PLEX,1,1,5,458,3,3,0,4,4,3,1950,1986,100,N,N,N,1,1443 SW 116TH ST 98146
102504,9113,APARTMENT BLDG 14 UNITS,1,2,14,715,3,3,0,4,4,3,1961,1982,100,N,Y,N,1,4001 NE 50TH ST 98105
768960,61,4 PLEX,1,2,4,930,3,3,0,4,4,3,1964,1983,100,N,N,Y,1,6945 S 123RD ST 98178
869030,40, ,1,5,40,618,3,4,20,4,7,3,2008,2008,100,Y,Y,N,2,4218 STONE WAY N 98103
176150,200,2 and 4 unit bldgs,24,2,82,1021,3,4,0,4,5,4,1985,1990,100, ,N,Y,2,35205 25TH AVE SW 98023
292205,9055,SOUTHWOOD SQUARE APTS,14,2,104,858,3,3,0,4,4,4,1981,1994,100,N,N,N,1,26224 106TH PL SE 98030
202604,9019,JACKSON GREENS APTS,6,3,84,762,3,3,0,4,4,3,1985,1991,100,N,N,Y,2,13341 15TH AVE NE 98125
569500,250,GOUDY'S,1,3,7,603,2,3,29,4,4,3,1967,1987,100,N,N,N,1,811 N MOTOR PL 98103
92204,9056,MANAGERS RESIDENCE,1,1,1,1424,3,4,0,4,5,4,1939,1987,100, , , ,0,3010 S 216TH ST 98198
644165,0,40 Unit Flat,4,3,40,1007,3,3,0,4,4,3,2005,2005,100,N,N,N,2,1957 23RD PL NE 98029
238350,0,"TH's, Flats, 8 AFF Housing Units",20,2,80,1367,3,3,0,4,4,3,1992,1994,100,N,N,Y,2,10909 AVONDALE RD NE 98052
856320,0,8 FLAT UNITS,1,3,8,902,3,3,0,4,4,4,1978,1993,100,Y,Y,Y,2,1404 W BOSTON ST 98119
524780,41, ,1,6,48,972,3,3,17,3,5,5,1900,1991,100,Y,Y,N,2,111 1ST AVE S 98104
272505,9175,WOODLAND COMMONS,28,3,302,729,3,3,0,4,4,4,1978,1997,100,N,N,Y,2,13700 NE 10TH PL 98005
684820,341, ,1,2,5,788,3,2,20,4,5,3,1900,1992,100,N,N,N,1,625 SUMMIT AVE E 98102
775050,5,14 UNITS,2,2,14,609,3,2,0,4,4,3,1968,1985,100,N,N,N,1,8830 9TH AVE SW 98106
569350,515,4-PLEX,2,2,4,982,3,3,0,4,4,3,1981,1989,100,N,N,N,1,4318 EVANSTON AVE N 98103
85900,25,56 UNIT APT COMPLEX,4,4,56,784,3,4,0,4,4,3,1988,1992,100,Y,Y,Y,2,2500 SW TRENTON ST 98106
296390,5,4-Plex,1,2,4,978,3,3,0,4,4,5,1908,1990,100,N,N,N,0,600 MORRIS AVE S 98055
82204,9014,,44,5,193,690,3,3,0,2,4,4,1955,1973,100,Y,Y, ,1,815 S 216TH ST 98198
250060,193,V S P - APTS,1,2,6,780,3,3,0,4,4,3,1962,1982,100,N,N,N,1,22715 30TH AVE S 98198
